Jednorożec Lody Tradycyjne;Warszawa;Narbutta 38/32, Stary Mokotów, Warszawa;Cafe,Desserts,Ice Cream,Cash,Takeaway Available,Credit Card,No Alcohol Available,Kid Friendly,Wifi,Desserts and Bakes,Indoor Seating,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10901321_RESTAURANT_b4d5422346217ece1e1dc4f25fb3061d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Bułkę przez Bibułkę;Warszawa;Zgoda 3, Śródmieście Północne, Warszawa;Cafe,Bagels,Cash,Takeaway Available,Credit Card,Breakfast,Kid Friendly,Wifi,Wine,Indoor Seating,Pet Friendly,Beer;https://b.zmtcdn.com/data/res_imagery/10900221_CHAIN_eed508cd2805acc42ce13af62adcf706_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Niezłe Ziółko;Warszawa;Krucza 17, Śródmieście Południowe, Warszawa;Cafe,Healthy Food,Breakfast,Lunch,Credit Card,Takeaway Available,Indoor Seating,Wifi,Vegan Options,Lunch Menu,Outdoor Seating,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10900109_RESTAURANT_e94946451845ce7aa25fb12826c7d817_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kubek w Kubek;Warszawa;Grażyny 16, Stary Mokotów, Warszawa;Cafe,Finger Food,Credit Card,Takeaway Available,Breakfast,Lunch,Fullbar,Kid Friendly,Wifi,Vegan Options,Indoor Seating,Pet Friendly,Gluten Free Options,Vegetarian Friendly,Lunch Menu;https://b.zmtcdn.com/data/res_imagery/10901317_RESTAURANT_7656f0c9997477558c4681f11d7af48a.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Waff'love;Warszawa;Senatorska 28, Śródmieście Północne, Warszawa;Cafe,Desserts,Credit Card,Breakfast,Takeaway Available,Indoor Seating,Outdoor Seating,Pet Friendly,Desserts and Bakes,Table booking not available;https://b.zmtcdn.com/data/res_imagery/10900928_RESTAURANT_cc4b8e3117a6757fd11b6609da4516f8_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ministerstwo Kawy;Warszawa;Marszałkowska 27/35, Śródmieście Południowe, Warszawa;Cafe,Takeaway Available,Breakfast,Credit Card,Wifi,Gluten Free Options,Wine,Indoor Seating,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10903190_RESTAURANT_ae4eeb01092439b66e85e4485909473c_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Legal Cakes;Warszawa;Chłodna 2/18, Wola, Warszawa;Desserts,Healthy Food,Cafe,Coffee and Tea,Credit Card,Breakfast,No Alcohol Available,Takeaway Available,Indoor Seating,Pet Friendly,Group Meal,Visa for Credit Card,Beverages,Outdoor Seating,Kid Friendly,Wifi,Desserts and Bakes,MasterCard for Credit Card,AMEX for Credit Card;https://b.zmtcdn.com/data/res_imagery/18075759_RESTAURANT_26d4a95af2fccbd20fa8c6ff4a332b3e_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Prochownia Żoliborz;Warszawa;Czarnieckiego 51, Żoliborz, Warszawa 01-541;Cafe,Takeaway Available,Credit Card,Live Music,Indoor Seating,Wifi,Fullbar,Snacks,Pet Friendly,Board Games;https://b.zmtcdn.com/data/res_imagery/10900843_RESTAURANT_f1b71aa665deaff57db6dbcd4b13fc99_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Stor;Warszawa;Tamka 33, Powiśle, Warszawa;Cafe,Credit Card,Breakfast,Fullbar,Pet Friendly,Indoor Seating,Wifi;https://b.zmtcdn.com/data/res_imagery/10903415_RESTAURANT_7e07d467e7f3018f92b663dd4d8bfcaa_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Batida;Warszawa;Marszałkowska 53, Śródmieście Południowe, Warszawa;Cafe,Desserts,Cash,Delivery,Breakfast,Credit Card,Takeaway Available,Gluten Free Options,Desserts and Bakes,Fullbar,Indoor Seating,Kid Friendly,Wifi,Vegetarian Friendly;https://b.zmtcdn.com/data/res_imagery/10900695_CHAIN_0fa287a2edc579bf590a47d351e1bd4e.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Lukullus;Warszawa;Walecznych 29, Saska Kępa, Warszawa;Desserts,Cafe,Credit Card,Takeaway Available,No Alcohol Available,Kid Friendly,Desserts and Bakes,Indoor Seating,Wifi;https://b.zmtcdn.com/data/res_imagery/10900175_CHAIN_b8f284cee59ad41725678036332cc645.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Relax Cafe Bar;Warszawa;Złota 8A, Śródmieście Północne, Warszawa;Finger Food,Cafe,Credit Card,Breakfast,Indoor Seating,Wifi,Nightlife,Pet Friendly,Board Games,Beer;https://b.zmtcdn.com/data/res_imagery/10900371_RESTAURANT_a7a9cdc4153e25736c9ab3a45aa9e132_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Warszawa Powiśle;Warszawa;Kruczkowskiego 3B, Powiśle, Warszawa;Finger Food,Cafe,Polish,Credit Card,Lunch,Cash,Breakfast,Live Music,Outdoor Seating,Pet Friendly,Vegetarian Friendly,Nightlife,Snacks,Indoor Seating,Wifi,Lunch Menu,Fullbar;https://b.zmtcdn.com/data/res_imagery/10903776_RESTAURANT_174b5f8bcd75856a539f928bbaf4bbde_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Secret Life Cafe;Warszawa;Słowackiego 15/19, Żoliborz, Warszawa;Cafe,Credit Card,Breakfast,Kid Friendly,Wifi,Gluten Free Options,Board Games,Beer,Indoor Seating,Pet Friendly,Wine;https://b.zmtcdn.com/data/res_imagery/10900875_RESTAURANT_20c926b1772d98eb4974a0e8b72ce433_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pijalnia Czekolady Wedel - Szpitalna;Warszawa;Szpitalna 8, Śródmieście Północne, Warszawa;Desserts,Cafe,Credit Card,Takeaway Available,Breakfast,Indoor Seating,Wifi,Desserts and Bakes,Kid Friendly,Fullbar;https://b.zmtcdn.com/data/res_imagery/10900512_CHAIN_5708456493641c867b8b576382737029.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Roślina;Warszawa;Schroegera 80, Bielany, Warszawa;Cafe,Healthy Food,Credit Card,Takeaway Available,Breakfast,Lunch,Indoor Seating,Pet Friendly,Lunch Menu,Beer,Outdoor Seating,Kid Friendly,Wifi,Vegan Options,Wine;https://b.zmtcdn.com/data/res_imagery/10903553_RESTAURANT_0ad9c97948826f82469d2a9cd10330ac_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Wrzenie Świata;Warszawa;Gałczyńskiego 7, Śródmieście Północne, Warszawa;Cafe,Credit Card,Breakfast,Kid Friendly,Pet Friendly,Vegan Options,Wine,Indoor Seating,Wifi,Vegetarian Friendly,Beer;https://b.zmtcdn.com/data/res_imagery/10900335_RESTAURANT_750a3fa9c71a965bec50aa33b010b63c_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Karmello;Warszawa;Chmielna 11, Śródmieście Północne, Warszawa;Desserts,Cafe,Credit Card,Indoor Seating,Desserts and Bakes,Outdoor Seating,Wifi;https://b.zmtcdn.com/data/res_imagery/10900198_RESTAURANT_337a7102fd8a0c95d985a3e476e413cd_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Krem;Warszawa;Śniadeckich 18, Śródmieście Południowe, Warszawa;Cafe,French,No Alcohol Available,Credit Card,Wifi,Snacks,Indoor Seating;https://b.zmtcdn.com/data/res_imagery/18435260_RESTAURANT_285ea5f9848807aa47268ef5aae6d5b9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
N Ice Cream Factory;Warszawa;Chmielna 9, Śródmieście Północne, Warszawa;Cafe,Ice Cream,No Alcohol Available,Takeaway Available,Credit Card,Desserts and Bakes,Beverages,Outdoor Seating,Snacks,Indoor Seating;https://b.zmtcdn.com/data/res_imagery/18319547_RESTAURANT_b4eb3af74a4f7f537fc4435e6fc4c0ed.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Uki Uki;Warszawa;Krucza 23/31, Śródmieście Południowe, Warszawa;Japanese,Asian,Dinner,Credit Card,Lunch,Beer,Pet Friendly,Wine,Indoor Seating;https://b.zmtcdn.com/data/res_imagery/10903683_RESTAURANT_7c66369c716c1130ecc04db712e39a8b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ciao a Tutti;Warszawa;Aleja Niepodległości 217, Ochota, Warszawa;Pizza,Italian,Credit Card,Takeaway Available,Lunch,Serves Alcohol,Dinner,Wifi,Indoor Seating,Fullbar;https://b.zmtcdn.com/data/res_imagery/10903482_RESTAURANT_3f42d8e6ccceadb9d91cec608ea9063b_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
La Sirena;Warszawa;Piękna 54, Śródmieście Południowe, Warszawa;Tex-Mex,Cash,Lunch,Credit Card,Dinner,Snacks,Indoor Seating,Fullbar;https://b.zmtcdn.com/data/res_imagery/18290436_RESTAURANT_b1c8afe968fb3c691295489f74f4a8cf.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pełną Parą;Warszawa;Sienna 76, Wola, Warszawa;Chinese,Asian,Credit Card,Takeaway Available,Lunch,Delivery,Dinner,Kid Friendly,Wifi,Wine,Indoor Seating,Pet Friendly,Vegan Options,Beer;https://b.zmtcdn.com/data/res_imagery/10903503_RESTAURANT_073c5bfdbbc853de3481eaaa7ee91661_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
GringoBar;Warszawa;Odolańska 15, Stary Mokotów, Warszawa;Tex-Mex,Mexican,Credit Card,Takeaway Available,Dinner,Delivery,Breakfast,Lunch,Indoor Seating,Wifi,Fullbar,Pet Friendly,Table booking not available;https://b.zmtcdn.com/data/res_imagery/10903306_RESTAURANT_68b4574996852d3afd6a01d4df36801a.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Shipudei Berek;Warszawa;Jasna 24, Śródmieście Północne, Warszawa;Israeli,Credit Card,Lunch,Serves Alcohol,Breakfast,Dinner,Fullbar,Indoor Seating,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/18135105_RESTAURANT_8e0b2aa85c12596e4f4bd546eea2fde1.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Soul Kitchen Bistro;Warszawa;Nowogrodzka 18A, Śródmieście Południowe, Warszawa;European,Credit Card,Lunch,Cash,Dinner,Live Music,Indoor Seating,Street Parking,Wifi;https://b.zmtcdn.com/data/res_imagery/17877587_RESTAURANT_8e733088b54778cf320b2fbc2a525a9b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pogromcy Meatów;Warszawa;Koszykowa 1, Śródmieście Południowe, Warszawa;Grill,Steak,Credit Card,Takeaway Available,Lunch,No Alcohol Available,Dinner,Indoor Seating,Outdoor Seating;https://b.zmtcdn.com/data/res_imagery/18025328_RESTAURANT_95652ae25445fd0482ba385cce898734_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Thaisty;Warszawa;Plac Bankowy 4, Śródmieście Północne, Warszawa;Thai,Credit Card,Lunch,Dinner,Indoor Seating,Pet Friendly,Outdoor Seating,Kid Friendly,Wifi,Fullbar;https://b.zmtcdn.com/data/res_imagery/10903682_RESTAURANT_3603cdfb5c21a23b9c2234f911d0efb2.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Wi -Taj;Warszawa;Plac Konstytucji 4, Śródmieście Południowe, Warszawa;Thai,Vietnamese,Cash,Takeaway Available,Lunch,Credit Card,Dinner,Indoor Seating,Fullbar,Outdoor Seating;https://b.zmtcdn.com/data/res_imagery/18269765_RESTAURANT_d59d7b60f44638cff7e8d16530bfab6d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Rani;Warszawa;Aleja Komisji Edukacji Narodowej 48, Ursynów, Warszawa 02-797;Indian,Credit Card,Delivery,Lunch,Serves Alcohol,Takeaway Available,Dinner,Pet Friendly,Wine,Outdoor Seating,Wifi,Lunch Menu,Beer;https://b.zmtcdn.com/data/res_imagery/10901936_RESTAURANT_118a4976ef62e2aaff46d6f04d3f57a9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
MOD;Warszawa;Oleandrów 8, Śródmieście Południowe, Warszawa;Asian,French,Donuts,Lunch,Credit Card,Dinner,Fullbar,Pet Friendly,Indoor Seating,Wifi,Desserts and Bakes;https://b.zmtcdn.com/data/res_imagery/18009500_RESTAURANT_d57f63c10088372c9593867480f6a339.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Semolino;Warszawa;Woronicza 31, Mokotów, Warszawa;Italian,Pizza,Credit Card,Lunch,Dinner,Indoor Seating,Pet Friendly,Kid Friendly,Wifi,Fullbar;https://b.zmtcdn.com/data/res_imagery/10903958_RESTAURANT_82bfc73cc3c03c65bafe6f8c3031a494_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mizu;Warszawa;Duchnicka 3 bud 4 wejście D 01-796;Japanese,Sushi,Cash,Delivery,Dinner,Serves Alcohol,Credit Card,Takeaway Available,Lunch,Outdoor Seating,Table reservation required,Kid Friendly,Luxury Dining,Smoking Area,Gluten Free Options,Vegetarian Friendly,Group Meal,Fullbar,Visa for Credit Card,Free Parking,Indoor Seating,Air Conditioned,Disabled Friendly,Private Dining Area Available,Wifi,Vegan Options,MasterCard for Credit Card;https://b.zmtcdn.com/data/res_imagery/18250644_CHAIN_c29f165a2953c53a05de4f2fdeb3eb25.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Der Elefant;Warszawa;Plac Bankowy 1, Śródmieście Północne, Warszawa;Seafood,Steak,Burger,International,Takeaway Available,Lunch,Credit Card,Dinner,Live Music,Outdoor Seating,Kid Friendly,Wifi,Lunch Menu,Indoor Seating,Disabled Friendly,Fullbar;https://b.zmtcdn.com/data/res_imagery/10901849_RESTAURANT_98d56f8c18a5377b466d3ea2e59a50e2.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Barn Burger;Warszawa;Złota 9, Śródmieście Północne, Warszawa;American,Burger,Dinner,Credit Card,Takeaway Available,Lunch,Sports Bar,Indoor Seating,Outdoor Seating,Beer;https://b.zmtcdn.com/data/res_imagery/10900324_RESTAURANT_b3a3829457d96d80655b7e07afa2b6fb_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Dziurka od Klucza;Warszawa;Radna 13, Powiśle, Warszawa;Italian,Credit Card,Dinner,Takeaway Available,Lunch,Indoor Seating,Pet Friendly,Gluten Free Options,Fullbar,Outdoor Seating,Kid Friendly,Wifi,Lunch Menu;https://b.zmtcdn.com/data/res_imagery/16526630_RESTAURANT_481e59027269d83a4004c96f4d1c3161_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Shuk;Warszawa;Grójecka 107, Ochota, Warszawa 02-101;International,Lunch,Cash,Dinner,Credit Card,Indoor Seating,Fullbar;https://b.zmtcdn.com/data/res_imagery/18353767_RESTAURANT_3252131616a22ac98b330f4959d51349.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Spacca Napoli;Warszawa;Świętokrzyska 30, Śródmieście Północne, Warszawa;Pizza,Italian,Takeaway Available,Dinner,Credit Card,Lunch,Wifi,Fullbar,Kid Friendly,Pet Friendly,Lunch Menu,Indoor Seating;https://b.zmtcdn.com/data/res_imagery/10901094_RESTAURANT_6ba5f17648e77fea06ffb987d8235f68.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Naam Thai;Warszawa;Saska 16, Saska Kępa, Warszawa;Thai,Credit Card,Lunch,Serves Alcohol,Takeaway Available,Dinner,Lunch Menu,Outdoor Seating,Fullbar,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10900690_RESTAURANT_79b0ec410ca7b863077385bf294723f3_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Szeroka No. 9;Toruń;Szeroka 9, Toruń, Toruń 87-100;Polish,European,Cafe,Credit Card,Lunch,Serves Alcohol,Dinner,Kid Friendly,Pet Friendly,Vegetarian Friendly,Outdoor Seating,Disabled Friendly,Wifi,Group Meal;https://b.zmtcdn.com/data/reviews_photos/43f/6e6dde5ee6cd0a4c1fe6304ec1f1443f_1500846832.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cukiernia Lenkiewicz;Toruń;Rynek Staromiejski 33/34, Toruń, Toruń 87-100;International,Desserts,Cafe,Credit Card,Dinner,Lunch,Serves Alcohol,Kid Friendly,Pet Friendly,Vegetarian Friendly,Group Meal,Outdoor Seating,Disabled Friendly,Wifi,Desserts and Bakes;https://b.zmtcdn.com/data/reviews_photos/2bd/0c2fece313bb3526ada94f7159e852bd_1450395945.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Lenkiewicz;Toruń;Wielkie Garbary 14, Toruń, Toruń 87-100;Desserts,Cafe,Credit Card,Lunch,Serves Alcohol,Dinner,Outdoor Seating,Disabled Friendly,Wifi,Desserts and Bakes,Free Parking,Kid Friendly,Pet Friendly,Group Meal;https://b.zmtcdn.com/data/reviews_photos/306/23b6bcda35de2729c53a66e6a9f76306_1502349138.jpg?impolicy=newcropandfit&cropw=2448&croph=2448&cropoffsetx=0&cropoffsety=0&cropgravity=NorthWest&fitw=200&fith=200&fittype=ignore
Central Coffee Perks;Toruń;Strumykowa 2, Toruń, Toruń 87-100;Desserts,Cafe,Credit Card,Lunch,Dinner,Kid Friendly,Wifi,Group Meal,Indoor Seating,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/a9a/ccdc05a732f817acc46a8848b2156a9a_1485781954.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Coffee & Whisky House;Toruń;św. Ducha 3, Toruń, Toruń 87-100;International,Cafe,Credit Card,Lunch,Serves Alcohol,Dinner,Indoor Seating,Group Meal;https://b.zmtcdn.com/data/reviews_photos/5d1/a2f9629f82320b5a99e13088b777c5d1_1472302448.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Atmosphera;Toruń;Panny Marii 3, Toruń, Toruń 87-100;Desserts,Cafe,Tea,Credit Card,Dinner,Lunch,Serves Alcohol,Kid Friendly,Wifi,Group Meal,Indoor Seating,Pet Friendly;
Cukiernia Franciszek Pokojski;Toruń;Szeroka 46, Toruń, Toruń 87-100;Desserts,Cafe,Dinner,Outdoor Seating,Disabled Friendly,Wifi,Vegetarian Friendly,Group Meal,Kid Friendly,Pet Friendly,Desserts and Bakes;https://b.zmtcdn.com/data/reviews_photos/0e3/e7beff56810bf0853d9795489b1de0e3_1459062375.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Relaks;Toruń;Szewska 4, Toruń, Toruń 87-100;Polish,Desserts,Cafe,Dinner,Indoor Seating,Group Meal,Vegetarian Friendly;https://b.zmtcdn.com/data/reviews_photos/efa/e2e631203de22adfa907998f73436efa_1518033144.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Molus;Toruń;Rynek Staromiejski 36/38, Toruń, Toruń 87-100;Desserts,Cafe,Ice Cream,Credit Card,Lunch,Serves Alcohol,Dinner,Kid Friendly,Outdoor Seating,Vegetarian Friendly;
Snackarnia;Toruń;Przedzamcze 18, Toruń, Toruń;Cafe,Finger Food,Credit Card,Wifi,Indoor Seating;https://b.zmtcdn.com/data/reviews_photos/6a3/616c815ea34a5491888cffcc7ac976a3_1508826553.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Bar Studencki Adaś;Toruń;Gagarina 13, Toruń, Toruń 87-100;Polish,Desserts,Kebab,Finger Food,Cafe,Dinner,Free Parking,Kid Friendly,Pet Friendly,Vegetarian Friendly,Indoor Seating,Disabled Friendly,Wifi,Group Meal;
Fonte;Toruń;Warszawska 4, Toruń, Toruń;Cafe,Takeaway Available,Indoor Seating;https://b.zmtcdn.com/data/reviews_photos/977/328cc330575f64a9facb82209ea0f977_1433955132.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Queensland Caffe;Toruń;Rynek Staromiejski 36/38, Toruń, Toruń 87-100;Desserts,Cafe,Credit Card,Serves Alcohol,Dinner,Kid Friendly,Smoking Area,Group Meal,Indoor Seating,Pet Friendly;
