Jednorożec Lody Tradycyjne;Warszawa;Narbutta 38/32, Stary Mokotów, Warszawa;Cafe,Desserts,Ice Cream,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10901321_RESTAURANT_b4d5422346217ece1e1dc4f25fb3061d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Bar Mon Balzac;Gdańsk;Piwna 36/39, Śródmieście, Gdańsk 80-831;Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/0fb/eaf91d9da625e97cf05bc34a4fdcb0fb_1481022893.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Anima Cafe;Gdańsk;św. Ducha 11/13/17, Śródmieście, Gdańsk;Cafe;https://b.zmtcdn.com/data/reviews_photos/06e/0e5f304437159004aed60a6a6c65b06e_1507119973.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Retro;Gdańsk;Piwna 5/6, Śródmieście, Gdańsk 80-831;Polish,Italian,Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/000/0745c4ecffbf739bcf3932a3aba6e000_1481468217.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Lula Drink & Food;Gdańsk;Norwida 4, Strzyża, Gdańsk 80-280;Desserts,Healthy Food,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/ab0/bb6b83b36455beeede7a280c12040ab0_1467554811.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Fajne Baby;Gdańsk;Świętojańska 70/71/1, Śródmieście, Gdańsk 80-837;Desserts,Cafe,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/329/074182cf93e0eae2aefacdcda1f6e329_1424382310.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Drukarnia Cafe;Gdańsk;Mariacka 36, Gdańsk, Śródmieście, Gdańsk;Cafe;https://b.zmtcdn.com/data/reviews_photos/776/d59b8d9b43f63585c8ff2849c246f776_1489912056.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Fukafe;Gdańsk;Wajdeloty 22, Wrzeszcz, Gdańsk;Cafe,Healthy Food,Vegan Options;https://b.zmtcdn.com/data/reviews_photos/db2/3e62fdc9f539f2afabe807f76cdf4db2_1470230761.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pijalnia Czekolady Mount Blanc;Gdańsk;al. Grunwaldzka 141, Wrzeszcz, Gdańsk 80-264;Desserts,Cafe,Pet Friendly;
A La Française;Gdańsk;ul. Spichrzowa 24/1, Śródmieście, Gdańsk 80-750;French,Desserts,Healthy Food,Cafe,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/265/2279b93710382fc4a6a286008ae85265_1524572586.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Lamus;Gdańsk;ul. Lawendowa 8, Śródmieście, Gdańsk 80-040;Desserts,Cafe;https://b.zmtcdn.com/data/reviews_photos/dd5/51f6932986850fc2a187fccae6808dd5_1424386090.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Palarnia Kawy;Gdańsk;Tkacka 7/8, Śródmieście, Gdańsk 80-836;Desserts,Cafe;
Lookier Cafe;Gdańsk;Długa 39, Śródmieście, Gdańsk 80-826;Cafe;https://b.zmtcdn.com/data/reviews_photos/500/2648b3b1a262ecc1d79c15a8839d8500_1474803313.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ikea;Gdańsk;Złota Karczma 26, Kokoszki, Gdańsk 80-298;European,Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;
Zappio Restaurant & Pub;Gdańsk;Świętojańska 49, Śródmieście, Gdańsk 80-840;Polish,Cafe,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/db3/1d3db0b566c32833e6440513f589adb3_1471964129.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Loveat;Gdańsk;Klonowa 4D, Wrzeszcz, Gdańsk;Healthy Food,Cafe,Pet Friendly;
Balsam Cafe;Gdańsk;Piwna 66, Wrzeszcz, Gdańsk 80-834;Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/4ba/daab8d016d7a31359e7f9f7c5ee864ba_1427620833.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cukiernia Adam Sowa;Gdańsk;Węglarska 1, Śródmieście, Gdańsk 80-834;Desserts,Cafe;
Lodziarnia Grycan;Gdańsk;Długa 73, Śródmieście, Gdańsk 80-831;Desserts,Cafe,Ice Cream,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/9a7/43e731dec1f287d0b27074844f04c9a7_1460218977.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mitte - Chleb i Kawa;Gdańsk;ul. Rzeźnicka 47B, Śródmieście, Gdańsk 80-822;Kebab,Desserts,Cafe;https://b.zmtcdn.com/data/reviews_photos/bdc/4a3f40360cceb221e87badeb396c0bdc_1468263893.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mandu;Gdańsk;Kaprów 19D, Oliwa, Gdańsk 80-316;Polish,Chinese,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/148/b0cd395fe9ec3b30f4ce9075c29d2148_1559799246.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pobite Gary;Gdańsk;ul. Bitwy Oliwskiej 34, Oliwa, Gdańsk 80-339;Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/5ff/6037a40c797fd56cd9bad84213be85ff_1566383902.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Restauracja Pueblo;Gdańsk;Kołodziejska 4, Śródmieście, Gdańsk 80-836;Mexican,Serves Alcohol,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/17a/41152e9663771e93856a362fb922817a_1565860104.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Smażalnia Ryb Zagroda Rybacka;Gdańsk;Miła 14, Brzeźno, Gdańsk 80-512;Polish,Kebab,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/16534826_RESTAURANT_d6f6fcfe95e368f7dfdb10bca7b9a917.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawiarnia Pikawa;Gdańsk;Piwna 15, Śródmieście, Gdańsk 80-831;Desserts,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/67a/0913d62f227a808c79c0e8badf6f767a_1543354927.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Sempre Pizza e Vino - Gdańsk Długa;Gdańsk;Długa 6/7/8, Śródmieście, Gdańsk 80-827;Italian,Pizza,Serves Alcohol,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/d7d/c4f41c4e73176ec0880515e798fe3d7d_1565859923.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Original Burger;Gdańsk;Długa 47/49, Śródmieście, Gdańsk 80-831;Burger,Desserts,Healthy Food,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/588/0c028604610c83499c60d580cde64588_1472578113.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Restauracja Basia Ritz;Gdańsk;Szafarnia 6, Śródmieście, Gdańsk 80-755;Polish,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/bdf/484f03308f45b5db979acc2c7a5d9bdf_1551681060.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
La Cucina;Gdańsk;ul. Szeroka 86, Śródmieście, Gdańsk 80-835;Italian,Pizza,Serves Alcohol;https://b.zmtcdn.com/data/reviews_photos/638/73dbefd28054a9f8ebc4ed560393e638_1565859996.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Anima Cafe;Gdańsk;św. Ducha 11/13/17, Śródmieście, Gdańsk;Cafe;https://b.zmtcdn.com/data/reviews_photos/06e/0e5f304437159004aed60a6a6c65b06e_1507119973.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Billy's American Restaurant;Gdańsk;Rajska 10, Śródmieście, Gdańsk 80-851;Burger,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/e18/cececacb11f47d6dc72b1a0bcf946e18_1524422682.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Trattoria La Cantina;Gdańsk;Dębinki 7D/1, Aniołki, Gdańsk 80-211;Italian,Pizza,Healthy Food,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/c7d/8a317e68bd489f0dabb82b401f4f6c7d_1501346654.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Bar Pod Rybą;Gdańsk;Piwna 61/63, Śródmieście, Gdańsk 80-830;Polish,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/436/c8df1c103e2b2d4d904f7c83ed8ef436_1565299677.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cico;Gdańsk;Piwna 28/30, Śródmieście, Gdańsk 80-831;Serves Alcohol,Kid Friendly,Pet Friendly;
Lao Thai;Gdańsk;Targ Rybny 11, Śródmieście, Gdańsk 80-838;Thai,Asian,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/322/6625750c4de009a1086d2303401f0322_1515948351.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kawior;Gdańsk;ul. Brzeźnieńska 18, Brzeźno, Gdańsk 80-815;Polish,European,Burger,Healthy Food,Serves Alcohol,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/b83/5be393575a342ebdb5c99d4138f12b83_1507489543.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Restauracja Metamorfoza;Gdańsk;Szeroka 22/23, Śródmieście, Gdańsk 80-835;Polish,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/944/394a46e4a2a4983007a97ac34ca6a944_1443163210.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Avocado vegan & eko;Gdańsk;ul. Wajdeloty 25/1, Wrzeszcz, Gdańsk 80-437;Desserts,Kid Friendly;https://b.zmtcdn.com/data/reviews_photos/8ee/cdc8cf58979ce674dbcb458eafef28ee_1507123798.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Krowa i Kurczak;Gdańsk;Grunwaldzka 355, Oliwa, Gdańsk 80-309;Polish,European;https://b.zmtcdn.com/data/reviews_photos/c2e/1d3c3a7af3e129fb062049dd4c27ac2e_1515359710.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Restauracja Panorama;Gdańsk;Wały Piastowskie 1, Śródmieście, Gdańsk 80-855;European,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/eb3/50062a99f14b6a66f278a8d06eb7eeb3_1530990912.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ed Red;Kraków;Sławkowska 3, Stare Miasto, Kraków 31-014;Polish,Serves Alcohol;https://b.zmtcdn.com/data/res_imagery/16528637_RESTAURANT_6386081be2ececf714023976db07522c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Hamsa;Kraków;Szeroka 2, Kazimierz, Kraków Krakow;Israeli,Serves Alcohol,Pet Friendly,Kid Friendly,Vegan Options;https://b.zmtcdn.com/data/res_imagery/16528409_RESTAURANT_9a0c1b976f9ba1c6b7fb282dd7ff5008_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Camelot;Kraków;Św. Tomasza 17, Stare Miasto, Kraków;Cafe,Desserts,European,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10400574_RESTAURANT_c123a260062aaafaa7aeb9b74faac3ac_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Boscaiola;Kraków;Szewska 10, Stare Miasto, Kraków;Italian,Desserts,Pizza,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10400261_RESTAURANT_02be30f52b9adaa1d40dcc4395660521_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Zazie Bistro;Kraków;Józefa 34, Kazimierz, Kraków;French,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/16528402_RESTAURANT_1d9f0e6e5532c86e57900e571dac056c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Moa Burger;Kraków;Mikołajska 3, Stare Miasto, Kraków;Burger,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/reviews_photos/4fc/04ff2f672dcab2e8d6897ae2a76764fc_1565416306.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Dynia Resto Bar;Kraków;Krupnicza 20, Stare Miasto, Kraków;Serves Alcohol,Pet Friendly,Vegan Options,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10400383_RESTAURANT_ed53612d51b33e33a7571fa1c3be2329.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Stara Zajezdnia;Kraków;Św. Wawrzyńca 12, Kazimierz, Kraków;Polish,Serves Alcohol,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/16528778_RESTAURANT_d5cc0b0d2f7128b42aa5005ce0212e16_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pod Norenami;Kraków;Krupnicza 6, Stare Miasto, Kraków;Asian,Healthy Food,Sushi,Japanese,Thai,Serves Alcohol,Kid Friendly,Vegan Options,Board Games;https://b.zmtcdn.com/data/res_imagery/16528994_RESTAURANT_91d6693b02c185a6c24f1a7b7f1d94be.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Nowa Prowincja;Kraków;Bracka 3-5, Stare Miasto, Kraków;Cafe,Serves Alcohol,Pet Friendly,Board Games;https://b.zmtcdn.com/data/res_imagery/16528759_RESTAURANT_661499b9e65f2d2f576fae72fb7d5b70.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Wesoła Cafe;Kraków;Rakowicka 17/2, Grzegórzki, Kraków;Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10400444_RESTAURANT_d736ba8f1074e7b19b89b4380efd5fce_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kuchnia u Doroty;Kraków;Augustiańska 4, Kazimierz, Kraków;Polish,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10400367_RESTAURANT_da44e521a8547708017b9fbb0793879f_c.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pino;Kraków;Szczepańska 4, Stare Miasto, Kraków;European,Pizza,Burger,Serves Alcohol;https://b.zmtcdn.com/data/res_imagery/10401036_RESTAURANT_fc113d5227cf1a1e258fd803c3ee1d7d_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
C.K. Browar;Kraków;Podwale 6/7, Stare Miasto, Kraków;Polish,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/16528957_RESTAURANT_8cd83eeaa11a8e88f24409ef2a2f205f_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Morskie Oko;Kraków;Pl. Szczepański 8, Stare Miasto, Kraków;Polish,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10400290_RESTAURANT_27fc4dc645e0c78f723e0dde5fd7927c_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Forum Przestrzenie;Kraków;Konopnickiej 28, Dębniki, Kraków;Serves Alcohol,Pet Friendly,Board Games,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10400697_RESTAURANT_a983ff5aac8d9ae362cf98cf89d15f28_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Youmiko Sushi;Kraków;Józefa 2, Kazimierz, Kraków;Sushi,Japanese,Asian,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10400583_RESTAURANT_9acc12b9c2e17f61eb37ff2999475d0d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mamma Mia;Kraków;Karmelicka 14, Stare Miasto, Kraków;Italian,Pizza,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/16528876_RESTAURANT_64e3fb9bea446da4a67cdea628d4e28c_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Chimera;Kraków;Św. Anny 3, Stare Miasto, Krakow;Polish,Serves Alcohol,Pet Friendly,Vegan Options,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10400531_RESTAURANT_59ad9f6f10452b705a92598579bcd3ae_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kolanko No 6;Kraków;Józefa 17, Kazimierz, Kraków;Cafe,Serves Alcohol,Pet Friendly,Kid Friendly,Board Games;https://b.zmtcdn.com/data/res_imagery/16528407_RESTAURANT_ba1871bc1cd71179e4b973934178be82.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Camelot;Kraków;Św. Tomasza 17, Stare Miasto, Kraków;Cafe,Desserts,European,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10400574_RESTAURANT_c123a260062aaafaa7aeb9b74faac3ac_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Nowa Prowincja;Kraków;Bracka 3-5, Stare Miasto, Kraków;Cafe,Serves Alcohol,Pet Friendly,Board Games;https://b.zmtcdn.com/data/res_imagery/16528759_RESTAURANT_661499b9e65f2d2f576fae72fb7d5b70.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Wesoła Cafe;Kraków;Rakowicka 17/2, Grzegórzki, Kraków;Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10400444_RESTAURANT_d736ba8f1074e7b19b89b4380efd5fce_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Charlotte;Kraków;Pl. Szczepański 2, Stare Miasto, Kraków;Bakery,Cafe,French,Serves Alcohol,Pet Friendly,Kid Friendly,Vegan Options;https://b.zmtcdn.com/data/res_imagery/10400227_RESTAURANT_9f05091facc2b59da3a28bd20ad7f595_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Pijalnia Czekolady Wedel;Kraków;Rynek Główny 46, Stare Miasto, Kraków Krakow;Desserts,Cafe,Serves Alcohol,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10400224_RESTAURANT_4d1091348f4c3adc967ea59cea42d21f_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Kolanko No 6;Kraków;Józefa 17, Kazimierz, Kraków;Cafe,Serves Alcohol,Pet Friendly,Kid Friendly,Board Games;https://b.zmtcdn.com/data/res_imagery/16528407_RESTAURANT_ba1871bc1cd71179e4b973934178be82.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Meho Cafe;Kraków;Krupnicza 26, Stare Miasto, Kraków;Cafe,Serves Alcohol,Kid Friendly,Pet Friendly,Vegan Options;https://b.zmtcdn.com/data/reviews_photos/a0c/3fba78de33b2a7d665ae721d07042a0c_1495107100.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Bunkier Cafe;Kraków;Pl. Szczepański 3A, Stare Miasto, Kraków;Cafe,European,Serves Alcohol,Kid Friendly,Pet Friendly,Vegan Options;https://b.zmtcdn.com/data/res_imagery/10400274_RESTAURANT_3466e284a2ed979973ccea20215f442e_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Barfly;Kraków;Józefa 15, Kazimierz, Kraków;Polish,Cafe,Vegan Options,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/16528729_RESTAURANT_fa093408cf95afb044faadf1bef76817_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Dziórawy Kocioł;Kraków;Grodzka 50/1, Stare Miasto, Kraków;Cafe,Desserts,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/10401350_RESTAURANT_6d99e76ae82b46000417817e99592c1f.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mo-ja Café&Bistro;Kraków;Starowiślna 14, Stare Miasto, Kraków;Desserts,European,Cafe,Ice Cream,Pet Friendly,Kid Friendly,Vegan Options;https://b.zmtcdn.com/data/res_imagery/18298410_RESTAURANT_c89eebfd8bfba232ce106401df1997ca.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Słodki Wentzl;Kraków;Rynek Główny 19, Stare Miasto, Kraków;Cafe,Desserts,Serves Alcohol,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/16528810_RESTAURANT_aaab5f88c6c4ea6416eca8dba6447399_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mleczarnia;Kraków;Meiselsa 17 i 20, Kazimierz, Kraków;Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/10400133_RESTAURANT_39038d8a56bfe19f9c9eb96ff11bbc7d_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Warsztat;Kraków;Bożego Ciała 1, Kazimierz, Krakow;Italian,Cafe,Serves Alcohol,Kid Friendly,Pet Friendly;https://b.zmtcdn.com/data/res_imagery/16528752_RESTAURANT_74c22c0c53fd0ffd29cfced01e9bd740_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Tektura;Kraków;Krupnicza 7, Stare Miasto, Kraków;Cafe,Healthy Food,Desserts,Vegan Options,Board Games,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/16529070_RESTAURANT_26966ea619fff21f9b905a881242284c_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Sweet Life;Kraków;Warszawska 7, Kleparz, Kraków;Desserts,Kid Friendly,Vegan Options;https://b.zmtcdn.com/data/res_imagery/10401333_RESTAURANT_753afbb3da9cb033077b630696bb4220.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cafe Bar Magia;Kraków;Pl. Mariacki 3, Stare Miasto, Krakow;Cafe,Serves Alcohol,Kid Friendly,Vegan Options,Pet Friendly,Board Games;https://b.zmtcdn.com/data/res_imagery/10400597_RESTAURANT_c0f7b0376c9628d72568f20b83bcc47c_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Ariel;Kraków;Szeroka 18, Kazimierz, Kraków;Cafe,Serves Alcohol,Pet Friendly,Kid Friendly;https://b.zmtcdn.com/data/res_imagery/16528573_RESTAURANT_e14bc1aa64a74f58e8befb08da56c1bc_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Cupcake Corner;Kraków;Bracka 4, Stare Miasto, Kraków;Cafe,Desserts,Kid Friendly,Pet Friendly,Vegan Options;https://b.zmtcdn.com/data/res_imagery/16528954_RESTAURANT_726edbf1490e9de519d812cb87c5c08f_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
Mazaya Falafel;Kraków;Grzegórzecka 40, Grzegórzki, Kraków;;https://b.zmtcdn.com/data/reviews_photos/f70/d52422020eea13a213d99ea440325f70_1511901655.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A
